,CWE,CVE,CVSS_V3_baseScore,CVSS_V3_exploitabilityScore,CVSS_V3_attackComplexity,CVSS_V3_privilegesRequired,CVSS_V3_userInteraction
1981,CWE-119,CVE-2018-10713,8.8,2.8,LOW,LOW,NONE
1982,NVD-CWE-noinfo,CVE-2018-10716,5.5,1.8,LOW,LOW,NONE
1983,CWE-787,CVE-2018-10717,8.8,2.8,LOW,NONE,REQUIRED
1984,CWE-787,CVE-2018-10718,10.0,3.9,LOW,NONE,NONE
1985,CWE-532,CVE-2018-1072,9.8,3.9,LOW,NONE,NONE
1986,CWE-59,CVE-2018-10722,7.8,1.8,LOW,LOW,NONE
1987,CWE-798,CVE-2018-10723,9.8,3.9,LOW,NONE,NONE
1988,CWE-79,CVE-2018-10726,5.4,2.3,LOW,LOW,REQUIRED
1989,CWE-79,CVE-2018-10727,6.1,2.8,LOW,NONE,REQUIRED
1990,CWE-119,CVE-2018-10728,8.1,2.2,HIGH,NONE,NONE
1991,CWE-200,CVE-2018-10729,5.3,3.9,LOW,NONE,NONE
1992,CWE-200,CVE-2018-1073,5.3,3.9,LOW,NONE,NONE
1993,CWE-78,CVE-2018-10730,9.1,2.3,LOW,HIGH,NONE
1994,CWE-119,CVE-2018-10731,9.0,2.2,HIGH,NONE,NONE
1995,CWE-200,CVE-2018-10732,5.3,3.9,LOW,NONE,NONE
1996,CWE-125,CVE-2018-10733,6.5,2.8,LOW,NONE,REQUIRED
1997,CWE-200,CVE-2018-10734,9.8,3.9,LOW,NONE,NONE
1998,CWE-89,CVE-2018-10735,7.2,1.2,LOW,HIGH,NONE
1999,CWE-89,CVE-2018-10736,7.2,1.2,LOW,HIGH,NONE
2000,CWE-89,CVE-2018-10737,7.2,1.2,LOW,HIGH,NONE
2001,CWE-89,CVE-2018-10738,7.2,1.2,LOW,HIGH,NONE
2002,NVD-CWE-noinfo,CVE-2018-10739,5.5,1.8,LOW,LOW,NONE
2003,CWE-522,CVE-2018-1074,7.2,1.2,LOW,HIGH,NONE
2004,CWE-94,CVE-2018-10740,9.8,3.9,LOW,NONE,NONE
2005,CWE-119,CVE-2018-10746,8.8,2.8,LOW,LOW,NONE
2006,CWE-119,CVE-2018-10747,8.8,2.8,LOW,LOW,NONE
2007,CWE-119,CVE-2018-10748,8.8,2.8,LOW,LOW,NONE
2008,CWE-119,CVE-2018-10749,8.8,2.8,LOW,LOW,NONE
2009,CWE-522,CVE-2018-1075,7.8,1.8,LOW,LOW,NONE
2010,CWE-532,CVE-2018-1075,7.8,1.8,LOW,LOW,NONE
2011,CWE-119,CVE-2018-10750,8.8,2.8,LOW,LOW,NONE
2012,CWE-190,CVE-2018-10751,5.3,1.6,HIGH,NONE,REQUIRED
2013,CWE-79,CVE-2018-10752,4.8,1.7,LOW,HIGH,REQUIRED
2014,CWE-787,CVE-2018-10753,9.8,3.9,LOW,NONE,NONE
2015,CWE-416,CVE-2018-10756,7.8,1.8,LOW,NONE,REQUIRED
2016,CWE-89,CVE-2018-10757,9.8,3.9,LOW,NONE,NONE
2017,CWE-352,CVE-2018-10758,6.5,2.8,LOW,NONE,REQUIRED
2018,CWE-89,CVE-2018-10759,9.8,3.9,LOW,NONE,NONE
2019,CWE-434,CVE-2018-10760,8.8,2.8,LOW,LOW,NONE
2020,CWE-79,CVE-2018-10763,4.8,1.7,LOW,HIGH,REQUIRED
2021,CWE-125,CVE-2018-10767,6.5,2.8,LOW,NONE,REQUIRED
2022,CWE-476,CVE-2018-10768,6.5,2.8,LOW,NONE,REQUIRED
2023,NVD-CWE-noinfo,CVE-2018-10769,7.5,3.9,LOW,NONE,NONE
2024,CWE-611,CVE-2018-1077,7.5,3.9,LOW,NONE,NONE
2025,CWE-200,CVE-2018-10770,9.8,3.9,LOW,NONE,NONE
2026,CWE-787,CVE-2018-10771,9.8,3.9,LOW,NONE,NONE
2027,CWE-119,CVE-2018-10772,6.5,2.8,LOW,NONE,REQUIRED
2028,CWE-476,CVE-2018-10773,6.5,2.8,LOW,NONE,REQUIRED
2029,CWE-119,CVE-2018-10774,6.5,2.8,LOW,NONE,REQUIRED
2030,CWE-476,CVE-2018-10775,6.5,2.8,LOW,NONE,REQUIRED
2031,CWE-20,CVE-2018-10776,7.8,1.8,LOW,NONE,REQUIRED
2032,CWE-119,CVE-2018-10777,7.8,1.8,LOW,NONE,REQUIRED
2033,CWE-125,CVE-2018-10778,7.8,1.8,LOW,NONE,REQUIRED
2034,CWE-125,CVE-2018-10779,6.5,2.8,LOW,NONE,REQUIRED
2035,NVD-CWE-noinfo,CVE-2018-1078,9.8,3.9,LOW,NONE,NONE
2036,CWE-125,CVE-2018-10780,6.5,2.8,LOW,NONE,REQUIRED
2037,CWE-22,CVE-2018-1079,6.5,2.8,LOW,LOW,NONE
2038,CWE-434,CVE-2018-10795,8.8,2.8,LOW,LOW,NONE
2039,CWE-20,CVE-2018-10796,7.8,1.8,LOW,LOW,NONE
2040,CWE-20,CVE-2018-10798,6.5,2.8,LOW,NONE,REQUIRED
2041,CWE-20,CVE-2018-10799,6.5,2.8,LOW,NONE,REQUIRED
2042,NVD-CWE-noinfo,CVE-2018-1080,8.1,2.2,HIGH,NONE,NONE
2043,CWE-772,CVE-2018-10801,6.5,2.8,LOW,NONE,REQUIRED
2044,CWE-79,CVE-2018-10803,6.1,2.8,LOW,NONE,REQUIRED
2045,CWE-352,CVE-2018-10803,6.1,2.8,LOW,NONE,REQUIRED
2046,CWE-772,CVE-2018-10804,6.5,2.8,LOW,LOW,NONE
2047,CWE-772,CVE-2018-10805,6.5,2.8,LOW,NONE,REQUIRED
2048,CWE-79,CVE-2018-10806,5.4,2.3,LOW,LOW,REQUIRED
2049,CWE-352,CVE-2018-10806,5.4,2.3,LOW,LOW,REQUIRED
2050,CWE-20,CVE-2018-10809,7.8,1.8,LOW,LOW,NONE
2051,NVD-CWE-noinfo,CVE-2018-1081,5.3,3.9,LOW,NONE,NONE
2052,CWE-79,CVE-2018-10810,6.1,2.8,LOW,NONE,REQUIRED
2053,CWE-909,CVE-2018-10811,7.5,3.9,LOW,NONE,NONE
2054,CWE-312,CVE-2018-10812,4.1,0.5,HIGH,HIGH,NONE
2055,CWE-798,CVE-2018-10813,7.3,3.9,LOW,NONE,NONE
2056,CWE-522,CVE-2018-10814,7.8,1.8,LOW,LOW,NONE
2057,CWE-200,CVE-2018-10815,6.5,2.8,LOW,LOW,NONE
2058,CWE-79,CVE-2018-10817,6.1,2.8,LOW,NONE,REQUIRED
2059,CWE-287,CVE-2018-1082,8.1,2.2,HIGH,NONE,NONE
2060,CWE-79,CVE-2018-10821,4.8,1.7,LOW,HIGH,REQUIRED
2061,CWE-22,CVE-2018-10822,7.5,3.9,LOW,NONE,NONE
2062,CWE-78,CVE-2018-10823,8.8,2.8,LOW,LOW,NONE
2063,CWE-522,CVE-2018-10824,9.8,3.9,LOW,NONE,NONE
2064,CWE-22,CVE-2018-10824,9.8,3.9,LOW,NONE,NONE
2065,CWE-311,CVE-2018-10825,5.3,1.6,HIGH,NONE,NONE
2066,CWE-287,CVE-2018-10825,5.3,1.6,HIGH,NONE,NONE
2067,CWE-400,CVE-2018-10827,7.5,3.9,LOW,NONE,NONE
2068,CWE-20,CVE-2018-10828,5.5,1.8,LOW,LOW,NONE
2069,CWE-119,CVE-2018-1083,7.8,1.8,LOW,LOW,NONE
2070,CWE-20,CVE-2018-10830,7.8,1.8,LOW,LOW,NONE
2071,CWE-327,CVE-2018-10831,7.5,3.9,LOW,NONE,NONE
2072,CWE-611,CVE-2018-10832,5.5,1.8,LOW,NONE,REQUIRED
2073,CWE-190,CVE-2018-10839,6.5,2.8,LOW,LOW,NONE
2074,CWE-190,CVE-2018-1084,9.8,3.9,LOW,NONE,NONE
2075,CWE-787,CVE-2018-10840,6.6,0.7,LOW,LOW,NONE
2076,NVD-CWE-noinfo,CVE-2018-10841,8.8,2.8,LOW,LOW,NONE
2077,CWE-732,CVE-2018-10843,8.8,2.8,LOW,LOW,NONE
2078,CWE-327,CVE-2018-10844,5.9,2.2,HIGH,NONE,NONE
2079,CWE-327,CVE-2018-10845,5.9,2.2,HIGH,NONE,NONE
2080,CWE-327,CVE-2018-10846,5.6,1.1,HIGH,LOW,NONE
2081,CWE-287,CVE-2018-10847,8.8,2.8,LOW,LOW,NONE
2082,CWE-287,CVE-2018-1085,9.8,3.9,LOW,NONE,NONE
2083,CWE-362,CVE-2018-10850,5.9,2.2,HIGH,NONE,NONE
2084,CWE-772,CVE-2018-10851,7.5,3.9,LOW,NONE,NONE
2085,CWE-200,CVE-2018-10852,7.5,3.9,LOW,NONE,NONE
2086,CWE-269,CVE-2018-10853,7.8,1.8,LOW,LOW,NONE
2087,CWE-79,CVE-2018-10854,5.4,2.3,LOW,LOW,REQUIRED
2088,CWE-532,CVE-2018-10855,5.9,2.2,HIGH,NONE,NONE
2089,CWE-732,CVE-2018-10856,8.8,2.8,LOW,LOW,NONE
2090,CWE-200,CVE-2018-10857,7.5,3.9,LOW,NONE,NONE
2091,CWE-119,CVE-2018-10858,8.8,2.8,LOW,LOW,NONE
2092,CWE-200,CVE-2018-10859,7.5,3.9,LOW,NONE,NONE
2093,CWE-200,CVE-2018-1086,7.5,3.9,LOW,NONE,NONE
2094,CWE-22,CVE-2018-10860,7.5,3.9,LOW,NONE,NONE
2095,CWE-287,CVE-2018-10861,8.1,2.8,LOW,LOW,NONE
2096,CWE-22,CVE-2018-10862,5.5,1.8,LOW,LOW,NONE
2097,CWE-400,CVE-2018-10864,6.2,2.5,LOW,NONE,NONE
2098,CWE-732,CVE-2018-10869,7.5,3.9,LOW,NONE,NONE
2099,NVD-CWE-noinfo,CVE-2018-1087,7.8,1.8,LOW,LOW,NONE
2100,CWE-20,CVE-2018-10870,9.8,3.9,LOW,NONE,NONE
2101,CWE-312,CVE-2018-10871,7.2,1.2,LOW,HIGH,NONE
2102,CWE-119,CVE-2018-10872,5.5,1.8,LOW,LOW,NONE
2103,CWE-20,CVE-2018-10873,8.8,2.8,LOW,LOW,NONE
2104,CWE-20,CVE-2018-10874,7.8,1.8,LOW,LOW,NONE
2105,CWE-426,CVE-2018-10875,7.8,1.8,LOW,LOW,NONE
2106,CWE-416,CVE-2018-10876,5.5,1.8,LOW,LOW,NONE
2107,CWE-125,CVE-2018-10877,6.5,0.6,LOW,HIGH,REQUIRED
2108,CWE-787,CVE-2018-10878,7.8,1.8,LOW,LOW,NONE
2109,CWE-416,CVE-2018-10879,7.8,1.8,LOW,LOW,NONE
2110,NVD-CWE-noinfo,CVE-2018-1088,8.1,2.2,HIGH,NONE,NONE
2111,CWE-787,CVE-2018-10880,5.5,1.8,LOW,NONE,REQUIRED
2112,CWE-119,CVE-2018-10881,5.5,1.8,LOW,LOW,NONE
2113,CWE-787,CVE-2018-10882,5.5,1.8,LOW,LOW,NONE
2114,CWE-787,CVE-2018-10883,5.5,1.8,LOW,LOW,NONE
2115,CWE-352,CVE-2018-10884,8.8,2.8,LOW,NONE,REQUIRED
2116,CWE-20,CVE-2018-10885,7.5,3.9,LOW,NONE,NONE
2117,CWE-190,CVE-2018-10887,8.1,2.8,LOW,NONE,REQUIRED
2118,CWE-125,CVE-2018-10887,8.1,2.8,LOW,NONE,REQUIRED
2119,CWE-681,CVE-2018-10887,8.1,2.8,LOW,NONE,REQUIRED
2120,CWE-125,CVE-2018-10888,6.5,2.8,LOW,NONE,REQUIRED
2121,CWE-532,CVE-2018-10889,5.3,3.9,LOW,NONE,NONE
2122,CWE-119,CVE-2018-1089,7.5,3.9,LOW,NONE,NONE
2123,CWE-200,CVE-2018-10890,5.3,3.9,LOW,NONE,NONE
2124,NVD-CWE-noinfo,CVE-2018-10891,7.3,3.9,LOW,NONE,NONE
2125,NVD-CWE-Other,CVE-2018-10892,5.3,3.9,LOW,NONE,NONE
2126,CWE-190,CVE-2018-10893,8.8,2.8,LOW,LOW,NONE
2127,CWE-295,CVE-2018-10894,5.4,2.8,LOW,LOW,NONE
2128,CWE-352,CVE-2018-10895,8.8,2.8,LOW,NONE,REQUIRED
2129,NVD-CWE-noinfo,CVE-2018-10896,7.1,1.8,LOW,LOW,NONE
2130,CWE-22,CVE-2018-10897,8.1,2.2,HIGH,NONE,NONE
2131,CWE-798,CVE-2018-10898,8.8,2.8,LOW,NONE,NONE
2132,CWE-352,CVE-2018-10899,8.8,2.8,LOW,NONE,REQUIRED
2133,CWE-200,CVE-2018-1090,7.5,3.9,LOW,NONE,NONE
2134,CWE-78,CVE-2018-10900,7.8,1.8,LOW,LOW,NONE
2135,NVD-CWE-noinfo,CVE-2018-10901,7.8,1.8,LOW,LOW,NONE
2136,CWE-415,CVE-2018-10902,7.8,1.8,LOW,LOW,NONE
2137,CWE-20,CVE-2018-10903,7.5,3.9,LOW,NONE,NONE
2138,CWE-426,CVE-2018-10904,8.8,2.8,LOW,LOW,NONE
2139,CWE-78,CVE-2018-10905,7.8,1.8,LOW,LOW,NONE
2140,CWE-269,CVE-2018-10906,7.8,1.8,LOW,LOW,NONE
2141,CWE-787,CVE-2018-10907,8.8,2.8,LOW,LOW,NONE
2142,CWE-770,CVE-2018-10908,6.3,1.8,LOW,NONE,REQUIRED
2143,CWE-119,CVE-2018-1091,5.5,1.8,LOW,LOW,NONE
2144,NVD-CWE-noinfo,CVE-2018-10910,3.3,1.8,LOW,LOW,NONE
2145,CWE-502,CVE-2018-10911,7.5,3.9,LOW,NONE,NONE
2146,CWE-835,CVE-2018-10912,4.9,1.2,LOW,HIGH,NONE
2147,CWE-200,CVE-2018-10913,6.5,2.8,LOW,LOW,NONE
2148,CWE-476,CVE-2018-10914,6.5,2.8,LOW,LOW,NONE
2149,CWE-89,CVE-2018-10915,7.5,1.6,HIGH,LOW,NONE
2150,CWE-20,CVE-2018-10916,6.5,2.8,LOW,NONE,REQUIRED
2151,CWE-22,CVE-2018-10917,6.5,2.8,LOW,LOW,NONE
2152,CWE-476,CVE-2018-10918,6.5,2.8,LOW,LOW,NONE
2153,CWE-200,CVE-2018-10919,6.5,2.8,LOW,LOW,NONE
2154,CWE-476,CVE-2018-1092,5.5,1.8,LOW,NONE,REQUIRED
2155,CWE-20,CVE-2018-10920,6.8,2.2,HIGH,NONE,NONE
2156,CWE-190,CVE-2018-10921,7.5,3.9,LOW,NONE,NONE
2157,CWE-20,CVE-2018-10922,5.5,1.8,LOW,NONE,REQUIRED
2158,CWE-20,CVE-2018-10923,8.1,2.8,LOW,LOW,NONE
2159,CWE-772,CVE-2018-10924,6.5,2.8,LOW,LOW,NONE
2160,CWE-863,CVE-2018-10925,8.1,2.8,LOW,LOW,NONE
2161,CWE-22,CVE-2018-10926,8.8,2.8,LOW,LOW,NONE
2162,CWE-200,CVE-2018-10927,8.1,2.8,LOW,LOW,NONE
2163,CWE-59,CVE-2018-10928,8.8,2.8,LOW,LOW,NONE
2164,CWE-20,CVE-2018-10929,8.8,2.8,LOW,LOW,NONE
2165,CWE-125,CVE-2018-1093,5.5,1.8,LOW,NONE,REQUIRED
2166,NVD-CWE-noinfo,CVE-2018-10930,6.5,2.8,LOW,LOW,NONE
2167,CWE-749,CVE-2018-10931,9.8,3.9,LOW,NONE,NONE
2168,CWE-119,CVE-2018-10932,4.3,2.8,LOW,NONE,NONE
2169,CWE-287,CVE-2018-10933,9.1,3.9,LOW,NONE,NONE
2170,CWE-79,CVE-2018-10934,5.4,2.3,LOW,LOW,REQUIRED
2171,CWE-20,CVE-2018-10935,6.5,2.8,LOW,LOW,NONE
2172,CWE-297,CVE-2018-10936,8.1,2.2,HIGH,NONE,NONE
2173,CWE-79,CVE-2018-10937,5.4,2.3,LOW,LOW,REQUIRED
2174,CWE-835,CVE-2018-10938,5.9,2.2,HIGH,NONE,NONE
2175,CWE-79,CVE-2018-10939,6.1,2.8,LOW,NONE,REQUIRED
2176,CWE-476,CVE-2018-1094,5.5,1.8,LOW,NONE,REQUIRED
2177,CWE-119,CVE-2018-10940,5.5,1.8,LOW,LOW,NONE
2178,CWE-434,CVE-2018-10942,9.8,3.9,LOW,NONE,NONE
2179,CWE-20,CVE-2018-10943,7.5,3.9,LOW,NONE,NONE
2180,NVD-CWE-noinfo,CVE-2018-10944,5.9,2.2,HIGH,NONE,NONE
2181,CWE-125,CVE-2018-10945,7.5,3.9,LOW,NONE,NONE
2182,CWE-476,CVE-2018-10945,7.5,3.9,LOW,NONE,NONE
2183,CWE-200,CVE-2018-10946,6.8,0.9,LOW,HIGH,NONE
2184,CWE-20,CVE-2018-10947,3.1,1.6,HIGH,NONE,NONE
2185,CWE-79,CVE-2018-10948,4.8,1.7,LOW,HIGH,REQUIRED
2186,CWE-203,CVE-2018-10949,5.3,3.9,LOW,NONE,NONE
2187,CWE-476,CVE-2018-1095,5.5,1.8,LOW,NONE,REQUIRED
2188,CWE-200,CVE-2018-10950,5.3,3.9,LOW,NONE,NONE
2189,NVD-CWE-noinfo,CVE-2018-10951,6.5,2.8,LOW,LOW,NONE
2190,CWE-20,CVE-2018-10952,7.8,1.8,LOW,LOW,NONE
2191,CWE-20,CVE-2018-10953,7.8,1.8,LOW,LOW,NONE
2192,CWE-20,CVE-2018-10954,7.8,1.8,LOW,LOW,NONE
2193,CWE-20,CVE-2018-10955,7.8,1.8,LOW,LOW,NONE
2194,CWE-22,CVE-2018-10956,7.5,3.9,LOW,NONE,NONE
2195,CWE-352,CVE-2018-10957,8.8,2.8,LOW,NONE,REQUIRED
2196,CWE-119,CVE-2018-10958,6.5,2.8,LOW,NONE,REQUIRED
2197,CWE-426,CVE-2018-10959,7.5,3.9,LOW,NONE,NONE
2198,CWE-89,CVE-2018-1096,6.5,2.8,LOW,LOW,NONE
2199,NVD-CWE-noinfo,CVE-2018-10962,5.5,1.8,LOW,LOW,NONE
2200,CWE-617,CVE-2018-10963,6.5,2.8,LOW,NONE,REQUIRED
2201,CWE-798,CVE-2018-10966,7.3,3.9,LOW,NONE,NONE
2202,CWE-78,CVE-2018-10967,8.8,2.8,LOW,LOW,NONE
2203,CWE-1188,CVE-2018-10968,9.8,3.9,LOW,NONE,NONE
2204,CWE-89,CVE-2018-10969,9.8,3.9,LOW,NONE,NONE
2205,CWE-200,CVE-2018-1097,8.8,2.8,LOW,LOW,NONE
2206,CWE-770,CVE-2018-10971,5.5,1.8,LOW,NONE,REQUIRED
2207,CWE-787,CVE-2018-10972,7.8,1.8,LOW,NONE,REQUIRED
2208,CWE-190,CVE-2018-10973,7.5,3.9,LOW,NONE,NONE
2209,CWE-20,CVE-2018-10974,7.8,1.8,LOW,LOW,NONE
2210,CWE-20,CVE-2018-10975,7.8,1.8,LOW,LOW,NONE
2211,CWE-20,CVE-2018-10976,7.8,1.8,LOW,LOW,NONE
2212,CWE-20,CVE-2018-10977,7.8,1.8,LOW,LOW,NONE
2213,CWE-352,CVE-2018-1098,8.8,2.8,LOW,NONE,REQUIRED
2214,CWE-835,CVE-2018-10981,6.5,2.0,LOW,LOW,NONE
2215,NVD-CWE-noinfo,CVE-2018-10982,8.8,2.0,LOW,LOW,NONE
2216,CWE-352,CVE-2018-10986,8.8,2.8,LOW,NONE,REQUIRED
2217,CWE-78,CVE-2018-10987,7.5,1.6,HIGH,LOW,NONE
2218,CWE-347,CVE-2018-10988,7.8,1.8,LOW,LOW,NONE
2219,CWE-1188,CVE-2018-10989,6.6,0.7,HIGH,HIGH,NONE
2220,CWE-20,CVE-2018-1099,5.5,1.8,LOW,LOW,NONE
2221,CWE-613,CVE-2018-10990,8.0,1.3,HIGH,HIGH,NONE
2222,CWE-88,CVE-2018-10992,9.8,3.9,LOW,NONE,NONE
2223,CWE-79,CVE-2018-10994,6.1,2.8,LOW,NONE,REQUIRED
2224,CWE-20,CVE-2018-10995,5.3,3.9,LOW,NONE,NONE
2225,CWE-119,CVE-2018-10996,9.8,3.9,LOW,NONE,NONE
2226,CWE-89,CVE-2018-10997,9.8,3.9,LOW,NONE,NONE
2227,NVD-CWE-noinfo,CVE-2018-10998,6.5,2.8,LOW,NONE,REQUIRED
2228,CWE-125,CVE-2018-10999,6.5,2.8,LOW,NONE,REQUIRED
2229,CWE-787,CVE-2018-1100,7.8,1.8,LOW,LOW,NONE
2230,CWE-732,CVE-2018-11002,5.5,1.8,LOW,NONE,REQUIRED
2231,CWE-352,CVE-2018-11003,6.5,2.8,LOW,NONE,REQUIRED
2232,CWE-352,CVE-2018-11004,8.8,2.8,LOW,NONE,REQUIRED
2233,CWE-125,CVE-2018-11005,5.5,1.8,LOW,NONE,REQUIRED
2234,CWE-269,CVE-2018-11006,5.5,1.8,LOW,NONE,REQUIRED
2235,CWE-787,CVE-2018-11007,5.5,1.8,LOW,NONE,REQUIRED
2236,CWE-269,CVE-2018-11008,5.5,1.8,LOW,NONE,REQUIRED
2237,CWE-787,CVE-2018-11009,7.8,1.8,LOW,NONE,REQUIRED
2238,CWE-521,CVE-2018-1101,7.2,1.2,LOW,HIGH,NONE
2239,CWE-787,CVE-2018-11010,7.8,1.8,LOW,NONE,REQUIRED
2240,CWE-79,CVE-2018-11011,6.1,2.8,LOW,NONE,REQUIRED
2241,CWE-79,CVE-2018-11012,6.1,2.8,LOW,NONE,REQUIRED
2242,CWE-787,CVE-2018-11013,9.8,3.9,LOW,NONE,NONE
2243,CWE-119,CVE-2018-11017,8.8,2.8,LOW,NONE,REQUIRED
2244,CWE-352,CVE-2018-11018,8.8,2.8,LOW,NONE,REQUIRED
2245,CWE-88,CVE-2018-11019,7.5,3.9,LOW,NONE,NONE
2246,CWE-22,CVE-2018-1102,8.8,2.8,LOW,LOW,NONE
2247,CWE-88,CVE-2018-11020,4.4,0.8,LOW,HIGH,NONE
2248,CWE-88,CVE-2018-11021,7.5,3.9,LOW,NONE,NONE
2249,CWE-88,CVE-2018-11022,7.5,3.9,LOW,NONE,NONE
2250,CWE-88,CVE-2018-11023,7.5,3.9,LOW,NONE,NONE
2251,CWE-88,CVE-2018-11024,7.5,3.9,LOW,NONE,NONE
2252,CWE-88,CVE-2018-11025,7.5,3.9,LOW,NONE,NONE
2253,CWE-79,CVE-2018-11027,6.1,2.8,LOW,NONE,REQUIRED
2254,CWE-20,CVE-2018-1103,6.5,2.8,LOW,NONE,REQUIRED
2255,CWE-918,CVE-2018-11031,9.8,3.9,LOW,NONE,NONE
2256,CWE-89,CVE-2018-11032,9.8,3.9,LOW,NONE,NONE
2257,CWE-119,CVE-2018-11033,7.8,1.8,LOW,NONE,REQUIRED
2258,CWE-20,CVE-2018-11034,7.8,1.8,LOW,LOW,NONE
2259,CWE-20,CVE-2018-11035,7.8,1.8,LOW,LOW,NONE
2260,CWE-200,CVE-2018-11036,9.1,3.9,LOW,NONE,NONE
2261,CWE-200,CVE-2018-11037,6.5,2.8,LOW,NONE,REQUIRED
2262,NVD-CWE-noinfo,CVE-2018-11039,5.9,2.2,HIGH,NONE,NONE
2263,CWE-94,CVE-2018-1104,8.8,2.8,LOW,LOW,NONE
2264,CWE-829,CVE-2018-11040,5.9,2.2,HIGH,NONE,NONE
2265,CWE-601,CVE-2018-11041,6.1,2.8,LOW,NONE,REQUIRED
2266,CWE-20,CVE-2018-11044,6.5,2.8,LOW,LOW,NONE
2267,CWE-330,CVE-2018-11045,5.9,2.2,HIGH,NONE,NONE
2268,CWE-20,CVE-2018-11046,6.5,2.8,LOW,LOW,NONE
2269,CWE-863,CVE-2018-11047,7.5,3.9,LOW,NONE,NONE
2270,CWE-611,CVE-2018-11048,8.1,2.8,LOW,LOW,NONE
2271,CWE-427,CVE-2018-11049,7.3,1.3,LOW,LOW,REQUIRED
2272,CWE-522,CVE-2018-11050,8.8,2.8,LOW,NONE,NONE
2273,CWE-319,CVE-2018-11050,8.8,2.8,LOW,NONE,NONE
2274,CWE-22,CVE-2018-11051,7.5,3.9,LOW,NONE,NONE
2275,CWE-287,CVE-2018-11052,9.8,3.9,LOW,NONE,NONE
2276,CWE-732,CVE-2018-11053,6.5,2.8,LOW,LOW,NONE
2277,CWE-190,CVE-2018-11054,7.5,3.9,LOW,NONE,NONE
2278,CWE-404,CVE-2018-11055,5.5,1.8,LOW,LOW,NONE
2279,CWE-400,CVE-2018-11056,6.5,2.8,LOW,LOW,NONE
2280,CWE-327,CVE-2018-11057,5.9,2.2,HIGH,NONE,NONE
2281,CWE-125,CVE-2018-11058,9.8,3.9,LOW,NONE,NONE
2282,CWE-79,CVE-2018-11059,5.4,2.3,LOW,LOW,REQUIRED
2283,CWE-287,CVE-2018-1106,5.5,1.8,LOW,LOW,NONE
2284,NVD-CWE-noinfo,CVE-2018-11060,8.8,2.8,LOW,LOW,NONE
2285,NVD-CWE-noinfo,CVE-2018-11061,9.1,2.3,LOW,HIGH,NONE
2286,CWE-798,CVE-2018-11062,8.8,2.8,LOW,LOW,NONE
2287,CWE-428,CVE-2018-11063,7.8,1.8,LOW,LOW,NONE
2288,CWE-732,CVE-2018-11064,7.8,1.8,LOW,LOW,NONE
2289,CWE-89,CVE-2018-11065,4.3,2.8,LOW,LOW,NONE
2290,NVD-CWE-noinfo,CVE-2018-11066,9.8,3.9,LOW,NONE,NONE
2291,CWE-601,CVE-2018-11067,6.1,2.8,LOW,NONE,REQUIRED
2292,CWE-459,CVE-2018-11068,4.6,0.9,LOW,NONE,NONE
2293,CWE-327,CVE-2018-11069,5.9,2.2,HIGH,NONE,NONE
2294,CWE-327,CVE-2018-11070,5.9,2.2,HIGH,NONE,NONE
2295,CWE-20,CVE-2018-11071,7.5,3.9,LOW,NONE,NONE
2296,CWE-427,CVE-2018-11072,7.8,1.8,LOW,LOW,NONE
2297,CWE-79,CVE-2018-11073,4.8,1.7,LOW,HIGH,REQUIRED
2298,CWE-79,CVE-2018-11074,6.1,2.8,LOW,NONE,REQUIRED
2299,CWE-79,CVE-2018-11075,4.7,1.6,HIGH,NONE,REQUIRED
2300,NVD-CWE-noinfo,CVE-2018-11076,6.5,2.8,LOW,NONE,NONE
2301,CWE-78,CVE-2018-11077,6.7,0.8,LOW,HIGH,NONE
2302,CWE-732,CVE-2018-11078,7.5,1.6,HIGH,LOW,NONE
2303,CWE-522,CVE-2018-11079,7.8,1.8,LOW,LOW,NONE
2304,CWE-330,CVE-2018-1108,5.9,2.2,HIGH,NONE,NONE
2305,CWE-732,CVE-2018-11080,7.8,1.8,LOW,LOW,NONE
2306,NVD-CWE-noinfo,CVE-2018-11081,8.8,2.8,LOW,LOW,NONE
2307,CWE-307,CVE-2018-11082,9.8,3.9,LOW,NONE,NONE
2308,NVD-CWE-noinfo,CVE-2018-11083,8.1,2.2,HIGH,NONE,NONE
2309,NVD-CWE-noinfo,CVE-2018-11084,6.5,2.8,LOW,LOW,NONE
2310,NVD-CWE-noinfo,CVE-2018-11086,8.8,2.8,LOW,LOW,NONE
2311,CWE-295,CVE-2018-11087,5.9,2.2,HIGH,NONE,NONE
2312,NVD-CWE-noinfo,CVE-2018-11088,8.8,2.8,LOW,LOW,NONE
2313,CWE-79,CVE-2018-11090,6.1,2.8,LOW,NONE,REQUIRED
2314,CWE-434,CVE-2018-11091,9.9,3.1,LOW,LOW,NONE
2315,CWE-352,CVE-2018-11092,6.5,2.8,LOW,NONE,REQUIRED
2316,CWE-79,CVE-2018-11093,6.1,2.8,LOW,NONE,REQUIRED
2317,CWE-798,CVE-2018-11094,9.8,3.9,LOW,NONE,NONE
2318,CWE-119,CVE-2018-11095,8.8,2.8,LOW,NONE,REQUIRED
2319,CWE-352,CVE-2018-11096,6.5,2.8,LOW,NONE,REQUIRED
2320,CWE-772,CVE-2018-11097,7.5,3.9,LOW,NONE,NONE
2321,CWE-434,CVE-2018-11098,7.2,1.2,LOW,HIGH,NONE
2322,CWE-125,CVE-2018-11099,5.5,1.8,LOW,NONE,REQUIRED
